id,format,width,height,size_kb,aspect_ratio,pixels
307589098,JPEG,193,76,9.8,2.54,14668
308342789,JPEG,480,640,94.6,0.75,307200
308425545,JPEG,800,1067,297.5,0.75,853600
307114300,JPEG,600,800,242.1,0.75,480000
307403663,JPEG,200,267,19.0,0.75,53400
307174018,JPEG,640,853,296.2,0.75,545920
307138808,JPEG,1570,744,540.4,1.46,1168080
308048978,JPEG,794,805,286.2,1.35,639170
308505396,JPEG,480,640,114.5,0.75,307200
307837041,JPEG,808,768,276.5,1.33,620544
308347736,JPEG,200,267,16.9,0.75,53400
308324631,JPEG,104,163,11.3,0.64,16952
308678750,JPEG,800,1067,352.5,0.75,853600
308876695,JPEG,800,1067,403.7,0.75,853600
308135543,JPEG,1200,1600,558.9,0.75,1920000
308713602,JPEG,370,1078,207.7,1.22,398860
307320532,JPEG,800,1067,303.4,0.75,853600
308788608,JPEG,150,200,16.2,0.75,30000
307394741,JPEG,640,853,169.1,0.75,545920
307629055,JPEG,300,400,38.1,0.75,120000
308596028,JPEG,600,800,217.0,0.75,480000
307783916,JPEG,300,400,63.9,0.75,120000
307563605,JPEG,150,200,14.9,0.75,30000
307479479,JPEG,640,853,163.0,0.75,545920
308400156,JPEG,150,200,10.0,0.75,30000
308354326,JPEG,101,103,6.9,0.98,10403
308085655,JPEG,300,400,63.2,0.75,120000
308248714,JPEG,600,800,142.5,0.75,480000
307356236,JPEG,131,185,16.2,0.71,24235
307560497,JPEG,480,640,155.3,0.75,307200
308358961,JPEG,65,89,3.9,0.73,5785
308397613,JPEG,480,640,112.2,0.75,307200
308786708,JPEG,480,640,114.8,0.75,307200
308194860,JPEG,1561,1324,784.5,1.74,2066764
307786256,JPEG,1200,1600,666.7,0.75,1920000
307093556,JPEG,152,317,17.0,2.05,48184
307796629,JPEG,480,640,98.3,0.75,307200
308836684,JPEG,480,640,91.9,0.75,307200
307895798,JPEG,480,640,110.0,0.75,307200
307297691,JPEG,68,167,7.6,0.41,11356
307068545,JPEG,640,853,184.8,0.75,545920
307349481,JPEG,171,159,18.1,1.08,27189
307618260,JPEG,600,800,168.3,0.75,480000
308701897,JPEG,300,400,36.0,0.75,120000
307667606,JPEG,112,52,3.9,2.15,5824
308806161,JPEG,916,262,116.7,1.66,239992
308648532,JPEG,150,200,14.5,0.75,30000
307767500,JPEG,200,267,21.9,0.75,53400
307287688,JPEG,640,853,251.5,0.75,545920
307594956,JPEG,640,853,186.3,0.75,545920
308894208,PNG,1200,1600,1364.3,0.75,1920000
307258066,JPEG,640,853,181.2,0.75,545920
307616867,JPEG,800,1067,409.1,0.75,853600
308663158,JPEG,150,200,11.5,0.75,30000
308232616,PNG,600,800,373.2,0.75,480000
307989843,JPEG,600,800,195.6,0.75,480000
308528945,JPEG,600,800,199.2,0.75,480000
308767068,JPEG,200,267,17.0,0.75,53400
308327755,JPEG,800,1067,391.1,0.75,853600
308568778,JPEG,600,800,263.8,0.75,480000
307032532,JPEG,600,800,154.8,0.75,480000
308145618,JPEG,600,800,169.2,0.75,480000
308527179,JPEG,800,1067,262.2,0.75,853600
308395767,JPEG,1018,1205,354.7,0.75,1226690
307458880,JPEG,1276,766,304.2,1.75,977416
307374803,JPEG,1200,1600,860.4,0.75,1920000
307710616,JPEG,1200,1600,583.0,0.75,1920000
307973924,JPEG,640,853,268.5,0.75,545920
308679197,JPEG,300,400,39.6,0.75,120000
308877363,JPEG,800,1067,326.8,0.75,853600
308198776,JPEG,1417,1330,789.9,1.18,1884610
307690992,JPEG,150,200,12.2,0.75,30000
308855316,JPEG,300,400,53.3,0.75,120000
307214350,JPEG,640,853,196.0,0.75,545920
308051776,JPEG,100,179,11.9,0.56,17900
308703511,JPEG,200,267,26.9,0.75,53400
307164512,PNG,480,640,256.9,0.75,307200
307022597,JPEG,200,267,15.6,0.75,53400
307791518,JPEG,800,1067,265.8,0.75,853600
308848749,JPEG,640,853,276.3,0.75,545920
308039393,JPEG,1474,880,413.6,2.1,1297120
307317981,JPEG,480,640,148.6,0.75,307200
308657857,JPEG,294,1232,126.9,1.11,362208
308419621,JPEG,150,200,9.5,0.75,30000
308117413,JPEG,200,267,16.1,0.75,53400
307559141,JPEG,150,200,8.6,0.75,30000
307811816,JPEG,640,853,172.4,0.75,545920
308536655,JPEG,480,640,108.9,0.75,307200
308713981,JPEG,200,267,17.1,0.75,53400
307686082,JPEG,640,853,245.9,0.75,545920
307806302,JPEG,800,1067,320.9,0.75,853600
308120268,JPEG,200,267,25.1,0.75,53400
308366372,JPEG,600,800,189.3,0.75,480000
307363984,JPEG,480,640,162.1,0.75,307200
308143987,JPEG,200,267,17.6,0.75,53400
307536367,JPEG,475,463,90.3,1.19,219925
307709986,JPEG,1200,1600,553.7,0.75,1920000
308818628,JPEG,300,400,62.8,0.75,120000
307887216,JPEG,600,800,187.3,0.75,480000
307878262,JPEG,200,267,16.6,0.75,53400
308895482,JPEG,300,400,48.8,0.75,120000
308994297,JPEG,1221,970,452.7,1.97,1184370
307847749,JPEG,193,173,22.3,1.12,33389
308121484,JPEG,800,1067,355.8,0.75,853600
308933690,JPEG,600,800,169.1,0.75,480000
307943033,JPEG,300,400,64.4,0.75,120000
307554828,JPEG,640,853,172.5,0.75,545920
307192309,JPEG,1599,213,97.7,1.8,340587
308874506,JPEG,548,1398,331.7,1.21,766104
308540220,JPEG,200,267,19.7,0.75,53400
308011988,JPEG,600,800,140.1,0.75,480000
308348997,JPEG,600,800,200.4,0.75,480000
308311489,JPEG,600,800,182.2,0.75,480000
308342198,JPEG,150,200,12.7,0.75,30000
307709559,JPEG,480,640,89.5,0.75,307200
308673836,JPEG,800,1067,436.1,0.75,853600
307369262,JPEG,200,267,29.1,0.75,53400
308452814,JPEG,555,261,74.0,0.98,144855
308033365,JPEG,300,400,49.3,0.75,120000
308894186,JPEG,640,853,188.4,0.75,545920
308496801,JPEG,196,153,20.0,1.28,29988
308477509,JPEG,160,1791,88.2,1.09,286560
307741737,JPEG,1070,356,111.7,0.96,380920
308130696,JPEG,150,200,12.3,0.75,30000
308702237,JPEG,640,853,168.2,0.75,545920
307828510,JPEG,480,640,142.0,0.75,307200
307709468,JPEG,200,267,21.1,0.75,53400
307775171,JPEG,600,800,201.1,0.75,480000
308538303,JPEG,189,75,9.4,2.52,14175
307920719,JPEG,150,200,9.7,0.75,30000
307260114,JPEG,600,800,146.7,0.75,480000
307416116,JPEG,150,200,16.5,0.75,30000
307962792,JPEG,1200,1600,984.8,0.75,1920000
308227270,JPEG,200,267,22.8,0.75,53400
308013361,JPEG,640,853,196.6,0.75,545920
307092461,JPEG,480,640,87.9,0.75,307200
308220196,JPEG,1200,1600,600.7,0.75,1920000
307884750,JPEG,190,75,9.5,2.53,14250
308724364,JPEG,1200,1600,931.5,0.75,1920000
307573326,JPEG,600,800,140.8,0.75,480000
308997118,JPEG,640,853,276.3,0.75,545920
308654292,JPEG,600,800,165.9,0.75,480000
307011998,JPEG,1200,1600,808.8,0.75,1920000
307175393,JPEG,200,267,27.5,0.75,53400
308616479,JPEG,1200,1600,981.9,0.75,1920000
308089661,JPEG,1200,1600,926.5,0.75,1920000
308468703,JPEG,81,74,4.0,1.09,5994
307228933,JPEG,200,267,20.0,0.75,53400
307454626,JPEG,154,58,6.0,2.66,8932
307512276,JPEG,140,191,17.8,0.73,26740
307462461,JPEG,518,717,109.0,0.59,371406
308938216,JPEG,640,853,264.3,0.75,545920
307806233,JPEG,1120,1408,739.5,0.52,1576960
308128346,JPEG,551,737,150.1,0.67,406087
307501935,JPEG,480,640,116.0,0.75,307200
307507157,JPEG,1419,905,400.2,0.83,1284195
308753373,JPEG,600,800,204.2,0.75,480000
308159467,JPEG,1214,466,250.3,0.53,565724
308497093,JPEG,800,1067,365.7,0.75,853600
307071391,JPEG,150,200,8.8,0.75,30000
308550466,JPEG,640,853,205.0,0.75,545920
308724088,JPEG,1200,1600,730.7,0.75,1920000
307202085,JPEG,150,200,12.7,0.75,30000
307544304,JPEG,150,200,9.5,0.75,30000
307852265,JPEG,150,200,9.1,0.75,30000
308008964,JPEG,480,640,110.8,0.75,307200
307508434,JPEG,150,200,16.2,0.75,30000
307064006,JPEG,480,640,132.1,0.75,307200
308350850,JPEG,300,400,35.2,0.75,120000
308203482,JPEG,480,640,119.4,0.75,307200
307830976,JPEG,300,400,42.3,0.75,120000
308038430,JPEG,150,200,14.4,0.75,30000
307219226,JPEG,640,853,176.5,0.75,545920
308089313,JPEG,1218,796,318.0,0.79,969528
308757783,JPEG,800,1067,407.0,0.75,853600
307013317,JPEG,200,267,17.8,0.75,53400
308709774,JPEG,150,200,12.6,0.75,30000
308487578,JPEG,600,800,148.2,0.75,480000
307564167,JPEG,90,80,4.8,1.12,7200
308503108,JPEG,480,640,121.9,0.75,307200
307355089,JPEG,200,267,22.3,0.75,53400
307794699,JPEG,653,355,85.7,0.92,231815
307862670,JPEG,200,267,26.7,0.75,53400
307827004,JPEG,150,200,14.0,0.75,30000
308818958,JPEG,800,1067,427.9,0.75,853600
308051444,JPEG,803,1562,645.4,1.27,1254286
307013124,JPEG,300,400,37.9,0.75,120000
308172008,JPEG,300,400,53.8,0.75,120000
308317180,JPEG,800,1067,299.8,0.75,853600
308813046,JPEG,200,267,24.9,0.75,53400
307487859,JPEG,300,400,56.2,0.75,120000
308024878,JPEG,150,200,9.5,0.75,30000
307677113,JPEG,1200,1600,885.5,0.75,1920000
308731937,JPEG,640,853,183.8,0.75,545920
307152844,JPEG,150,200,8.9,0.75,30000
307398281,JPEG,480,640,103.5,0.75,307200
308481493,JPEG,55,140,5.1,0.39,7700
307531284,JPEG,200,267,18.5,0.75,53400
307405720,JPEG,1200,1600,885.5,0.75,1920000
308495737,JPEG,300,400,49.1,0.75,120000
307238148,JPEG,480,640,99.7,0.75,307200
308603627,JPEG,150,200,13.4,0.75,30000
307672638,JPEG,150,200,9.7,0.75,30000
307651986,JPEG,50,89,3.0,0.56,4450
308644431,JPEG,1200,1600,702.8,0.75,1920000
308582636,JPEG,945,803,246.7,1.07,758835
308681232,JPEG,300,400,43.7,0.75,120000
307224500,JPEG,640,853,285.8,0.75,545920
307848091,JPEG,640,853,209.6,0.75,545920
308339592,JPEG,1200,1600,671.2,0.75,1920000
307888841,JPEG,1302,1324,885.7,0.74,1723848
307312413,JPEG,170,179,20.3,0.95,30430
307185002,JPEG,416,1261,180.9,1.43,524576
308100926,JPEG,800,1067,408.4,0.75,853600
308935313,JPEG,117,55,4.3,2.13,6435
308968914,JPEG,150,200,10.8,0.75,30000
307348878,JPEG,480,640,93.8,0.75,307200
308803941,JPEG,944,646,190.6,1.58,609824
307945074,JPEG,600,800,161.1,0.75,480000
308854726,JPEG,300,400,38.6,0.75,120000
308580368,JPEG,300,400,49.5,0.75,120000
308516946,JPEG,480,640,114.8,0.75,307200
307881073,JPEG,1200,1600,633.7,0.75,1920000
308725191,JPEG,480,640,94.3,0.75,307200
308206349,JPEG,150,200,15.7,0.75,30000
308579654,JPEG,800,1067,329.4,0.75,853600
307177669,JPEG,640,853,171.5,0.75,545920
308789780,JPEG,539,477,109.6,1.26,257103
308936642,JPEG,156,150,15.6,1.04,23400
308758318,JPEG,480,640,94.1,0.75,307200
307326530,JPEG,480,640,101.8,0.75,307200
307009079,PNG,480,640,212.7,0.75,307200
308554896,JPEG,844,507,180.1,0.79,427908
307277915,JPEG,600,800,205.2,0.75,480000
307020138,JPEG,200,267,17.7,0.75,53400
308901848,JPEG,737,1364,337.2,1.79,1005268
308483643,JPEG,1200,1600,621.1,0.75,1920000
308360661,JPEG,600,800,230.1,0.75,480000
307406144,JPEG,300,400,47.5,0.75,120000
307893423,JPEG,640,853,158.0,0.75,545920
308972783,JPEG,640,853,177.6,0.75,545920
307788732,JPEG,600,800,187.0,0.75,480000
307756016,JPEG,600,800,160.9,0.75,480000
307265832,JPEG,200,267,17.4,0.75,53400
307772532,JPEG,300,400,37.4,0.75,120000
308265844,JPEG,1108,1400,666.7,1.03,1551200
308293408,JPEG,84,53,3.0,1.58,4452
308207985,JPEG,480,640,92.3,0.75,307200
308809936,JPEG,300,400,57.6,0.75,120000
308884937,JPEG,150,200,9.2,0.75,30000
308553028,JPEG,480,640,113.0,0.75,307200
307448270,JPEG,300,400,41.9,0.75,120000
307966041,JPEG,640,853,200.7,0.75,545920
307687148,JPEG,480,640,109.0,0.75,307200
308161838,JPEG,640,853,237.6,0.75,545920
307629132,JPEG,600,800,222.7,0.75,480000
307340967,JPEG,200,267,15.4,0.75,53400
308611869,JPEG,600,800,189.0,0.75,480000
307514921,JPEG,150,200,11.6,0.75,30000
307584605,JPEG,300,400,35.6,0.75,120000
307498577,JPEG,600,800,264.5,0.75,480000
307993819,JPEG,52,110,3.8,0.47,5720
308213846,JPEG,74,160,7.9,0.46,11840
307616985,JPEG,800,1067,412.2,0.75,853600
307900163,JPEG,200,267,29.6,0.75,53400
307509072,JPEG,174,193,22.4,0.9,33582
308889530,JPEG,480,640,90.0,0.75,307200
307160667,JPEG,300,400,52.6,0.75,120000
308091585,JPEG,200,267,18.7,0.75,53400
307800284,JPEG,800,1067,302.7,0.75,853600
308312418,JPEG,640,853,278.6,0.75,545920
307630201,JPEG,800,1067,346.2,0.75,853600
308847021,JPEG,175,168,19.6,1.04,29400
308816878,JPEG,200,267,28.7,0.75,53400
307006011,JPEG,1243,1070,388.0,0.53,1330010
308129149,JPEG,200,267,28.7,0.75,53400
308946164,JPEG,480,640,95.5,0.75,307200
308752259,JPEG,176,65,7.6,2.71,11440
308194487,JPEG,800,1067,304.1,0.75,853600
308048675,JPEG,150,200,11.0,0.75,30000
308852561,JPEG,300,400,55.2,0.75,120000
308477817,JPEG,1513,1532,906.2,1.57,2317916
308568193,JPEG,640,853,196.3,0.75,545920
308911866,JPEG,800,1067,346.0,0.75,853600
307590123,JPEG,300,400,65.3,0.75,120000
307699455,JPEG,200,267,19.0,0.75,53400
307277617,JPEG,964,825,394.4,2.06,795300
308673996,JPEG,150,200,10.1,0.75,30000
308218463,JPEG,600,800,226.6,0.75,480000
307328996,JPEG,454,113,15.0,0.92,51302
308041054,JPEG,1200,1600,743.7,0.75,1920000
308214551,JPEG,300,400,56.2,0.75,120000
307376718,PNG,640,853,449.2,0.75,545920
308238678,JPEG,200,267,20.1,0.75,53400
307458771,JPEG,640,853,206.7,0.75,545920
308887895,JPEG,1200,1600,587.2,0.75,1920000
307939160,JPEG,101,148,10.0,0.68,14948
308970844,JPEG,480,640,114.9,0.75,307200
307752643,JPEG,600,800,180.4,0.75,480000
308154612,JPEG,1200,1600,773.4,0.75,1920000
308618464,JPEG,315,456,47.3,1.85,143640
308295967,JPEG,150,200,15.7,0.75,30000
307888091,JPEG,1587,1640,1055.2,0.76,2602680
308532747,JPEG,80,70,3.7,1.14,5600
307049689,JPEG,640,853,229.1,0.75,545920
308776639,JPEG,1200,1600,666.8,0.75,1920000
307899866,JPEG,600,800,153.6,0.75,480000
308934604,JPEG,137,174,15.9,0.79,23838
307387515,JPEG,480,640,169.6,0.75,307200
307192850,JPEG,200,267,19.0,0.75,53400
307471028,JPEG,906,1700,575.6,0.64,1540200
308920850,JPEG,1206,1582,836.5,1.16,1907892
307481796,JPEG,200,267,19.4,0.75,53400
307036699,JPEG,600,800,149.6,0.75,480000
307285732,JPEG,480,640,90.7,0.75,307200
308854155,JPEG,600,800,207.0,0.75,480000
308866315,JPEG,300,400,66.6,0.75,120000
308921141,JPEG,173,66,7.6,2.62,11418
307082701,JPEG,600,800,218.2,0.75,480000
307371651,JPEG,640,853,218.9,0.75,545920
308979393,JPEG,516,839,175.7,0.59,432924
307273276,JPEG,640,853,178.2,0.75,545920
308072872,JPEG,100,101,6.7,0.99,10100
308093280,JPEG,300,400,47.9,0.75,120000
308566344,JPEG,68,63,2.9,1.08,4284
307961495,JPEG,91,139,8.4,0.65,12649
308908301,JPEG,99,155,10.2,0.64,15345
308655800,JPEG,300,400,43.1,0.75,120000
307721751,JPEG,300,400,40.1,0.75,120000
308913471,JPEG,300,400,40.4,0.75,120000
308612736,JPEG,800,1067,329.0,0.75,853600
307003137,JPEG,592,669,189.0,1.77,396048
307504094,JPEG,800,1067,443.8,0.75,853600
307295150,JPEG,200,267,20.2,0.75,53400
307279372,JPEG,150,200,12.3,0.75,30000
308165578,JPEG,1200,1600,620.1,0.75,1920000
307010363,JPEG,150,200,13.4,0.75,30000
308902574,JPEG,640,853,158.1,0.75,545920
307451829,JPEG,300,400,45.3,0.75,120000
307696951,JPEG,200,267,15.5,0.75,53400
307893707,JPEG,200,267,19.1,0.75,53400
308831564,JPEG,200,267,16.6,0.75,53400
307473445,JPEG,300,400,34.9,0.75,120000
308588484,JPEG,800,1067,382.1,0.75,853600
308562717,JPEG,300,400,38.6,0.75,120000
307263752,JPEG,150,200,8.9,0.75,30000
307596353,JPEG,800,1067,347.6,0.75,853600
308707887,JPEG,101,51,3.4,1.98,5151
307920476,JPEG,631,1341,274.7,0.99,846171
308923565,JPEG,150,200,15.1,0.75,30000
308733972,JPEG,600,800,212.3,0.75,480000
307238372,JPEG,190,157,19.9,1.21,29830
307559386,JPEG,480,640,149.3,0.75,307200
308407715,JPEG,200,267,23.3,0.75,53400
307525548,JPEG,640,853,266.1,0.75,545920
307015569,JPEG,1200,1600,728.0,0.75,1920000
308779472,JPEG,791,965,258.5,1.43,763315
307512993,JPEG,1200,1600,632.2,0.75,1920000
307443043,JPEG,185,92,11.3,2.01,17020
308671074,JPEG,108,75,5.4,1.44,8100
308467974,JPEG,200,267,28.6,0.75,53400
308869186,JPEG,200,267,17.6,0.75,53400
308499294,JPEG,640,853,162.6,0.75,545920
308640592,JPEG,800,1067,257.2,0.75,853600
308556961,JPEG,600,800,169.7,0.75,480000
308639228,JPEG,150,200,12.9,0.75,30000
307673308,JPEG,300,400,50.8,0.75,120000
307315077,JPEG,200,267,18.3,0.75,53400
307865380,JPEG,640,853,236.5,0.75,545920
308287703,JPEG,1200,1600,726.9,0.75,1920000
307243132,JPEG,200,267,26.4,0.75,53400
308992125,JPEG,992,692,222.3,1.57,686464
308454090,JPEG,150,200,8.9,0.75,30000
307183984,JPEG,600,800,148.9,0.75,480000
307187640,JPEG,300,400,60.1,0.75,120000
307505601,JPEG,150,200,11.0,0.75,30000
307461142,JPEG,480,640,123.7,0.75,307200
308606073,JPEG,1200,1600,973.1,0.75,1920000
307049019,JPEG,160,141,15.0,1.13,22560
307652296,JPEG,600,800,172.7,0.75,480000
308576173,JPEG,1200,1600,666.8,0.75,1920000
308793681,JPEG,800,1067,330.0,0.75,853600
308202161,JPEG,150,200,11.0,0.75,30000
308280355,JPEG,800,1067,318.8,0.75,853600
308942697,JPEG,480,640,91.2,0.75,307200
307611212,JPEG,1200,1600,557.3,0.75,1920000
307616402,JPEG,119,176,14.0,0.68,20944
308955264,PNG,640,853,508.1,0.75,545920
307164700,JPEG,640,853,189.3,0.75,545920
308503519,JPEG,800,1067,274.7,0.75,853600
308172547,JPEG,640,853,158.8,0.75,545920
308873232,JPEG,800,1067,250.9,0.75,853600
307358343,JPEG,600,800,192.5,0.75,480000
308653980,JPEG,1200,1600,649.7,0.75,1920000
308931438,JPEG,480,640,169.8,0.75,307200
307131972,JPEG,800,1067,325.4,0.75,853600
307534181,JPEG,300,400,39.2,0.75,120000
307992662,JPEG,640,853,213.1,0.75,545920
307276920,JPEG,200,267,21.7,0.75,53400
307069747,JPEG,1200,1600,693.6,0.75,1920000
308180251,JPEG,640,853,226.0,0.75,545920
308241977,JPEG,462,433,98.1,1.24,200046
308194680,JPEG,600,800,141.4,0.75,480000
308038840,JPEG,190,559,49.4,1.15,106210
307673164,JPEG,52,169,5.9,0.31,8788
307910964,JPEG,300,400,58.3,0.75,120000
307143470,JPEG,300,400,47.1,0.75,120000
307045468,JPEG,600,800,149.5,0.75,480000
307814820,JPEG,600,800,150.8,0.75,480000
308557174,JPEG,200,267,19.3,0.75,53400
308959273,JPEG,640,853,245.6,0.75,545920
308087563,JPEG,480,640,165.8,0.75,307200
307038803,JPEG,800,1067,327.7,0.75,853600
308198217,JPEG,480,640,136.0,0.75,307200
308729276,JPEG,480,640,114.0,0.75,307200
308030234,JPEG,273,1023,109.7,1.75,279279
308446446,JPEG,300,400,61.2,0.75,120000
308582542,JPEG,640,853,174.0,0.75,545920
307461978,JPEG,280,174,14.1,1.97,48720
307776326,JPEG,600,800,160.4,0.75,480000
307841542,JPEG,114,195,14.8,0.58,22230
308775877,JPEG,600,800,192.1,0.75,480000
308112233,JPEG,142,128,12.1,1.11,18176
307917198,JPEG,800,1067,349.0,0.75,853600
307331299,JPEG,640,853,156.9,0.75,545920
308311376,JPEG,757,158,38.2,0.95,119606
308188796,JPEG,800,1067,409.1,0.75,853600
307638984,JPEG,640,853,252.7,0.75,545920
308157455,JPEG,1200,1600,567.1,0.75,1920000
307504822,JPEG,1200,1600,759.7,0.75,1920000
308937778,JPEG,1200,1600,733.9,0.75,1920000
307776426,JPEG,755,1206,378.3,2.09,910530
307701010,JPEG,1200,1600,1015.5,0.75,1920000
307692397,JPEG,600,800,139.4,0.75,480000
308578936,JPEG,200,267,21.2,0.75,53400
307629501,PNG,1200,1600,2164.8,0.75,1920000
307144300,JPEG,300,400,54.3,0.75,120000
307423650,JPEG,150,200,13.6,0.75,30000
308764086,JPEG,600,800,165.4,0.75,480000
308318916,JPEG,99,87,5.7,1.14,8613
307392778,JPEG,716,348,112.2,1.24,249168
308061861,JPEG,63,97,4.1,0.65,6111
308851321,JPEG,101,184,12.4,0.55,18584
307810787,JPEG,765,1572,441.0,2.16,1202580
308514914,JPEG,1200,1600,677.1,0.75,1920000
307538345,JPEG,600,800,241.7,0.75,480000
308901081,JPEG,600,800,188.4,0.75,480000
307940480,JPEG,89,109,6.5,0.82,9701
308992439,JPEG,113,107,8.1,1.06,12091
307187128,JPEG,1200,1600,857.7,0.75,1920000
308869908,PNG,480,640,269.1,0.75,307200
307731237,JPEG,800,1067,384.2,0.75,853600
308709675,JPEG,480,640,159.0,0.75,307200
307854532,JPEG,300,400,36.0,0.75,120000
307349480,JPEG,1200,1600,1025.6,0.75,1920000
307567465,JPEG,480,640,109.5,0.75,307200
307641970,JPEG,150,200,13.0,0.75,30000
307706049,JPEG,257,1151,101.0,2.03,295807
307002539,JPEG,480,640,121.6,0.75,307200
307322784,JPEG,640,853,203.9,0.75,545920
307149742,JPEG,480,640,147.8,0.75,307200
307875968,JPEG,150,200,8.7,0.75,30000
307010040,JPEG,193,139,17.9,1.39,26827
307601497,JPEG,200,267,16.4,0.75,53400
308229171,JPEG,150,200,10.4,0.75,30000
307660870,JPEG,71,84,4.0,0.85,5964
307542450,JPEG,200,267,23.4,0.75,53400
307976888,JPEG,150,200,13.0,0.75,30000
307465523,JPEG,640,853,171.7,0.75,545920
308109056,JPEG,600,800,229.4,0.75,480000
308622205,JPEG,101,124,8.3,0.81,12524
307241474,JPEG,150,200,11.5,0.75,30000
307448234,JPEG,600,800,178.7,0.75,480000
307619537,JPEG,1200,1600,573.8,0.75,1920000
308278541,JPEG,1251,185,86.9,0.67,231435
307515237,JPEG,600,800,173.4,0.75,480000
308606151,JPEG,640,853,177.7,0.75,545920
308787867,JPEG,126,66,5.5,1.91,8316
307076874,JPEG,1200,1600,659.4,0.75,1920000
308317729,JPEG,151,79,8.0,1.91,11929
308552920,JPEG,300,400,50.8,0.75,120000
307847527,JPEG,237,853,69.2,2.03,202161
308781687,JPEG,480,640,97.5,0.75,307200
307260712,JPEG,800,1067,271.8,0.75,853600
307355194,JPEG,183,119,14.5,1.54,21777
308347500,JPEG,640,853,198.9,0.75,545920
307457964,BMP,300,400,206.9,0.75,120000
308936399,JPEG,800,1067,289.3,0.75,853600
308793652,JPEG,480,640,166.9,0.75,307200
308160478,JPEG,300,400,41.6,0.75,120000
308364057,JPEG,1200,1600,1050.9,0.75,1920000
307516598,JPEG,800,1067,393.2,0.75,853600
308320944,JPEG,831,283,89.7,1.67,235173
308783228,JPEG,640,853,180.2,0.75,545920
308953322,JPEG,300,400,56.6,0.75,120000
307037727,JPEG,800,1067,325.8,0.75,853600
307058035,JPEG,127,112,9.5,1.13,14224
308440667,PNG,200,267,42.0,0.75,53400
307899506,JPEG,480,640,102.9,0.75,307200
307548051,JPEG,300,400,53.8,0.75,120000
307465982,JPEG,1272,311,166.3,1.43,395592
308638354,JPEG,1200,1600,863.0,0.75,1920000
307010934,JPEG,480,640,96.9,0.75,307200
308151423,JPEG,1200,1600,586.4,0.75,1920000
307336075,JPEG,596,901,171.2,2.16,536996
307503732,JPEG,200,267,28.1,0.75,53400
308986175,JPEG,200,267,15.5,0.75,53400
308026040,JPEG,1200,1600,1003.6,0.75,1920000
307400675,JPEG,800,1067,324.5,0.75,853600
307596267,JPEG,174,180,20.9,0.97,31320
307530988,JPEG,1327,372,268.2,2.01,493644
308174319,JPEG,150,200,9.0,0.75,30000
307178271,JPEG,800,1067,286.3,0.75,853600
307290447,PNG,64,137,5.8,0.47,8768
308636056,JPEG,150,200,11.5,0.75,30000
307931321,JPEG,150,200,8.9,0.75,30000
308445974,JPEG,640,853,208.7,0.75,545920
308715012,JPEG,640,853,301.5,0.75,545920
308576865,JPEG,800,1067,267.6,0.75,853600
308298718,JPEG,100,721,28.2,2.11,72100
307968998,JPEG,300,400,56.7,0.75,120000
308570772,JPEG,640,853,256.1,0.75,545920
307948081,JPEG,480,640,132.4,0.75,307200
307226002,JPEG,200,267,17.2,0.75,53400
308582167,JPEG,200,267,23.6,0.75,53400
307610915,JPEG,1200,1600,1042.8,0.75,1920000
307056983,JPEG,132,116,10.2,1.14,15312
307400141,JPEG,480,640,94.2,0.75,307200
307095657,JPEG,150,200,10.4,0.75,30000
308866988,JPEG,800,1067,412.8,0.75,853600
308217965,JPEG,800,1067,442.9,0.75,853600
307945403,JPEG,200,267,15.5,0.75,53400
307900812,JPEG,150,200,9.7,0.75,30000
308782207,JPEG,300,400,57.9,0.75,120000
307864056,BMP,600,800,1178.1,0.75,480000
308620172,JPEG,82,63,3.4,1.3,5166
307132383,JPEG,800,1067,384.8,0.75,853600
308692979,JPEG,800,1067,395.0,0.75,853600
308481318,JPEG,300,400,41.3,0.75,120000
307929844,JPEG,800,1067,474.1,0.75,853600
307611310,JPEG,782,412,100.5,0.6,322184
307273794,JPEG,1354,1186,526.5,1.04,1605844
308273772,JPEG,150,200,9.5,0.75,30000
308112296,JPEG,480,640,107.3,0.75,307200
307862410,JPEG,800,1067,344.5,0.75,853600
307293630,JPEG,150,200,11.2,0.75,30000
308259115,JPEG,640,853,261.3,0.75,545920
307436436,JPEG,200,267,16.9,0.75,53400
308195533,JPEG,300,400,51.1,0.75,120000
308972656,JPEG,89,166,9.8,0.54,14774
308926118,JPEG,176,1150,77.7,1.23,202400
307461576,JPEG,600,800,165.2,0.75,480000
308640023,JPEG,800,1067,248.6,0.75,853600
307407532,JPEG,150,200,9.2,0.75,30000
308484926,JPEG,200,267,23.9,0.75,53400
307737456,JPEG,480,640,148.9,0.75,307200
307218897,JPEG,800,1067,284.6,0.75,853600
308039155,JPEG,480,640,101.0,0.75,307200
308514337,JPEG,126,179,15.0,0.7,22554
308748659,JPEG,89,167,9.9,0.53,14863
307907920,JPEG,121,142,11.5,0.85,17182
308592885,JPEG,104,96,6.7,1.08,9984
307187308,JPEG,800,1067,347.2,0.75,853600
307619928,JPEG,172,1294,74.1,1.19,222568
307165816,JPEG,200,267,22.7,0.75,53400
307128153,JPEG,300,400,62.7,0.75,120000
307582498,JPEG,150,200,10.4,0.75,30000
308330641,JPEG,600,800,222.6,0.75,480000
308589042,JPEG,600,800,210.5,0.75,480000
308186031,JPEG,200,267,20.1,0.75,53400
308978197,JPEG,480,640,146.9,0.75,307200
